"Step","qmix_originalstate_seed3 - eval_win_rate","qmix_originalstate_seed3 - eval_win_rate__MIN","qmix_originalstate_seed3 - eval_win_rate__MAX","qmix_originalstate_seed2 - eval_win_rate","qmix_originalstate_seed2 - eval_win_rate__MIN","qmix_originalstate_seed2 - eval_win_rate__MAX","qmix_originalstate_seed1 - eval_win_rate","qmix_originalstate_seed1 - eval_win_rate__MIN","qmix_originalstate_seed1 - eval_win_rate__MAX"
"5726558","0.59375","0.59375","0.59375","","","","","",""
"5733660","","","","","","","1","1","1"
"5743666","","","","","","","0.9375","0.9375","0.9375"
"5746495","","","","0.9375","0.9375","0.9375","","",""
"5746577","0.9375","0.9375","0.9375","","","","","",""
"5753686","","","","","","","1","1","1"
"5763727","","","","","","","1","1","1"
"5766525","","","","0.875","0.875","0.875","","",""
"5766596","1","1","1","","","","","",""
"5773748","","","","","","","0.84375","0.84375","0.84375"
"5783774","","","","","","","1","1","1"
"5786528","","","","0.875","0.875","0.875","","",""
"5786598","0.90625","0.90625","0.90625","","","","","",""
"5793808","","","","","","","0.875","0.875","0.875"
"5803836","","","","","","","0.96875","0.96875","0.96875"
"5806563","","","","0.9375","0.9375","0.9375","","",""
"5806654","1","1","1","","","","","",""
"5813848","","","","","","","1","1","1"
"5823854","","","","","","","1","1","1"
"5826578","","","","0.8125","0.8125","0.8125","","",""
"5826671","0.9375","0.9375","0.9375","","","","","",""
"5833953","","","","","","","0.90625","0.90625","0.90625"
"5844030","","","","","","","0.9375","0.9375","0.9375"
"5846594","","","","1","1","1","","",""
"5846681","0.96875","0.96875","0.96875","","","","","",""
"5854056","","","","","","","0.90625","0.90625","0.90625"
"5864081","","","","","","","1","1","1"
"5866597","","","","0.9375","0.9375","0.9375","","",""
"5866700","1","1","1","","","","","",""
"5874086","","","","","","","0.90625","0.90625","0.90625"
"5884105","","","","","","","0.90625","0.90625","0.90625"
"5886615","","","","0.90625","0.90625","0.90625","","",""
"5886715","0.6875","0.6875","0.6875","","","","","",""
"5894132","","","","","","","1","1","1"
"5904160","","","","","","","1","1","1"
"5906630","","","","1","1","1","","",""
"5906720","1","1","1","","","","","",""
"5914188","","","","","","","0.96875","0.96875","0.96875"
"5924213","","","","","","","1","1","1"
"5926644","","","","0.96875","0.96875","0.96875","","",""
"5926737","0.90625","0.90625","0.90625","","","","","",""
"5934244","","","","","","","0.9375","0.9375","0.9375"
"5944254","","","","","","","1","1","1"
"5946667","","","","0.96875","0.96875","0.96875","","",""
"5946737","0.6875","0.6875","0.6875","","","","","",""
"5954260","","","","","","","1","1","1"
"5964275","","","","","","","0.96875","0.96875","0.96875"
"5966674","","","","1","1","1","","",""
"5966753","0.90625","0.90625","0.90625","","","","","",""
"5974276","","","","","","","1","1","1"
"5984298","","","","","","","1","1","1"
"5986677","","","","1","1","1","","",""
"5986783","0.96875","0.96875","0.96875","","","","","",""
"5994313","","","","","","","0.9375","0.9375","0.9375"
"6004343","","","","","","","0.9375","0.9375","0.9375"
"6006711","","","","0.75","0.75","0.75","","",""
"6006811","1","1","1","","","","","",""
"6014352","","","","","","","0.875","0.875","0.875"
"6024357","","","","","","","0.90625","0.90625","0.90625"
"6026737","","","","0.875","0.875","0.875","","",""
"6026834","0.9375","0.9375","0.9375","","","","","",""
"6034411","","","","","","","1","1","1"
"6044443","","","","","","","1","1","1"
"6046757","","","","1","1","1","","",""
"6046864","0.96875","0.96875","0.96875","","","","","",""
"6054460","","","","","","","1","1","1"
"6064489","","","","","","","1","1","1"
"6066769","","","","1","1","1","","",""
"6067006","0.96875","0.96875","0.96875","","","","","",""
"6074533","","","","","","","0.6875","0.6875","0.6875"
"6084586","","","","","","","1","1","1"
"6086833","","","","0.9375","0.9375","0.9375","","",""
"6087015","0.96875","0.96875","0.96875","","","","","",""
"6094592","","","","","","","1","1","1"
"6104625","","","","","","","1","1","1"
"6106840","","","","0.96875","0.96875","0.96875","","",""
"6107047","0.9375","0.9375","0.9375","","","","","",""
"6114653","","","","","","","0.96875","0.96875","0.96875"
"6124682","","","","","","","0.96875","0.96875","0.96875"
"6126862","","","","1","1","1","","",""
"6127068","1","1","1","","","","","",""
"6134711","","","","","","","0.84375","0.84375","0.84375"
"6144749","","","","","","","0.96875","0.96875","0.96875"
"6146901","","","","0.75","0.75","0.75","","",""
"6147080","1","1","1","","","","","",""
"6154891","","","","","","","0.96875","0.96875","0.96875"
"6164893","","","","","","","0.96875","0.96875","0.96875"
"6166912","","","","0.96875","0.96875","0.96875","","",""
"6167084","0.9375","0.9375","0.9375","","","","","",""
"6174906","","","","","","","0.9375","0.9375","0.9375"
"6184932","","","","","","","0.96875","0.96875","0.96875"
"6187055","","","","0.9375","0.9375","0.9375","","",""
"6194967","","","","","","","0.9375","0.9375","0.9375"
"6204982","","","","","","","1","1","1"
"6207078","","","","0.96875","0.96875","0.96875","","",""
"6214985","","","","","","","0.84375","0.84375","0.84375"
"6225004","","","","","","","1","1","1"
"6227108","","","","0.9375","0.9375","0.9375","","",""
"6235040","","","","","","","0.96875","0.96875","0.96875"
"6245063","","","","","","","1","1","1"
"6247139","","","","1","1","1","","",""
"6255070","","","","","","","1","1","1"
"6265098","","","","","","","0.9375","0.9375","0.9375"
"6267140","","","","1","1","1","","",""
"6275153","","","","","","","0.9375","0.9375","0.9375"
"6285167","","","","","","","0.96875","0.96875","0.96875"
"6287165","","","","0.96875","0.96875","0.96875","","",""
"6295167","","","","","","","1","1","1"
"6305179","","","","","","","0.9375","0.9375","0.9375"
"6307188","","","","1","1","1","","",""
"6315210","","","","","","","0.625","0.625","0.625"
"6325242","","","","","","","0.9375","0.9375","0.9375"
"6335279","","","","","","","1","1","1"
"6345281","","","","","","","0.9375","0.9375","0.9375"
"6355313","","","","","","","0.96875","0.96875","0.96875"
"6365325","","","","","","","1","1","1"
"6375356","","","","","","","0.9375","0.9375","0.9375"
"6385362","","","","","","","1","1","1"
"6395397","","","","","","","0.84375","0.84375","0.84375"
"6405408","","","","","","","0.90625","0.90625","0.90625"
"6415409","","","","","","","1","1","1"
"6425421","","","","","","","1","1","1"
"6435423","","","","","","","0.96875","0.96875","0.96875"
"6445429","","","","","","","0.96875","0.96875","0.96875"
"6455454","","","","","","","0.96875","0.96875","0.96875"
"6465460","","","","","","","1","1","1"
"6475501","","","","","","","0.96875","0.96875","0.96875"
